,일자,식사명,식사내용
233,20030428,아침식사,"녹두죽,삼치튀김,소세지야채볶음,시금치된장국,쌀밥,우유1,월동초겉절이"
234,20030428,아침식사2,"군감자,딸기잼(대),스크램블에그(경양식),야채샐러드,우유,크림스프(경양식),토스트&모닝빵"
235,20030428,점심식사,"근대나물,두부강정,들깨무채국,멸치볶음,쌀밥,제육콩나물볶음"
236,20030428,저녁식사,"깍두기(손칼),도라지생채,미나리전(초고추장),생선묵조림,소방어무조림,순두부국,쌀밥"
237,20030429,아침식사,"깍두기(손칼),설렁탕,쌀밥,알감자조림,오이,쌈장,오징어젓무침,우유1,콩나물죽"
238,20030429,아침식사2,"딸기잼(대),야채샐러드,우유,콘후레이크,크림스프(경양식),토스트&모닝빵,햄구이(경양식)"
239,20030429,점심식사,"계란탕,단무지잔파무침,비빔만두,요구르트,자장소스,잡채밥"
240,20030429,저녁식사,"근대나물,달래팽이된장국,닭조림(토막),쌀밥,야채튀김(쑥갓),우엉조림"
241,20030430,아침식사,"감자다시마국,꽁치양념구이,부추겉절이,쌀밥,옥수수죽,우유1"
242,20030430,아침식사2,"딸기잼(대),삶은계란(양식),야채샐러드,우유,크림스프(경양식),토스트&모닝빵,후르츠펀치"
243,20030430,점심식사,"깐마늘고추장무침,배추물김치,생선묵조림,소면사리,쭈꾸미볶음,콩나물무침"
244,20030430,저녁식사,"곤약멸치조림,돈육강정,북어무국,쌀밥,오이양파무침,햄전"
245,20030501,아침식사,"갈비살구이,대구지리(가공),멕시칸샐러드,방울토마토,소라죽(소),송편,식혜,조기양념장구이,통도라지튀김,팥밥,포기김치2,햇취나물무침,호박동그랑전"
246,20030501,점심식사,"LA갈비구이,가자미미역국,기장밥,닭살탕수,대추차,돌나물겉절이,버섯볶음,오렌지(반),인절미,해파리냉채"
247,20030501,저녁식사,"떡국,마늘쫑지무침,메추리알조림,쌀밥,쑥갓나물,오징어회무침,포기김치2"
248,20030502,아침식사,"갈치구이,계란죽,숙주나물,쌀밥,어묵무국,어채볶음(굵은채),우유1,포기김치2"
249,20030502,아침식사2,"딸기잼(대),스크램블에그(경양식),야채샐러드,우유1,크림스프(경양식),토스트&모닝빵(양식),햄구이(경양식)"
250,20030502,점심식사,"감자조림,다시마채무침(무),닭개장,돈육불고기,쌀밥,포기김치2"
251,20030502,저녁식사,"깍두기(손칼),꽃게매운탕,단배추겉절이,두부양념장구이,삼치엿장조림,쌀밥"
252,20030503,아침식사,"돈육장조림,쌀밥,오징어무국,우엉채조림,우유1,참나물겉절이,포기김치2,흑임자죽"
253,20030503,아침식사2,"딸기잼(대),삶은계란(양식),야채샐러드,우유1,콘후레이크,크림스프(경양식),토스트&모닝빵(양식)"
254,20030503,점심식사,"단무지,미역오이냉국,생선까스,쌀밥(사무직),쫄면,포기김치2"
255,20030503,저녁식사,"동태전,부추겉절이,소세지볶음,장터국밥,포기김치2"
256,20030504,아침식사,"고등어구이,김치볶음,깍두기(손칼),미역국,쌀밥,우유1,통두부,양념장,흰죽"
257,20030504,아침식사2,"군감자,딸기잼(대),비엔나구이(경앙식),야채샐러드,우유1,크림스프(경양식),토스트&모닝빵(양식)"
258,20030504,점심식사,"꽁치양념구이,돌나물겉절이,보리밥,비빔된장,콩나물국,포기김치2"
259,20030504,저녁식사,"궁중떡볶이,양상치샐러드,요구르트,잔파생채(70),팽이버섯국,포기김치2,해물볶음밥"
260,20030505,아침식사,"건새우아욱국,쌀밥,오징어야채볶음,우유1,잔파생채(70),콩죽,포기김치2,호박나물"
261,20030505,아침식사2,"군감자,딸기잼(대),스크램블에그(경양식),야채샐러드,우유1,크림스프(경양식),토스트&모닝빵(양식)"
262,20030505,점심식사,"돈육우엉조림,물만두국,부추겉절이,삼치엿장조림,쌀밥,어묵고추장볶음,포기김치2"
263,20030505,저녁식사,"김치국,깍두기(손칼),느타리버섯볶음,돈육불고기,시금치나물,쌀밥,쫄면야채무침"
264,20030506,아침식사,"고구마죽,꽁치양념구이,땅콩조림,상추겉절이,쌀밥,우유1,육개장,포기김치2"
265,20030506,아침식사2,"딸기잼(대),야채샐러드,우유1,콘후레이크,크림스프(경양식),토스트&모닝빵(양식),햄구이(경양식)"
266,20030506,점심식사,"감자채볶음,근대국,깍두기(손칼),두부찌개,쇠고기야채볶음,쌀밥,양배추쌈"
267,20030506,저녁식사,"깍두기(손칼),닭곰탕,맛살냉채,쌀밥,오징어젓무침,흑콩조림"
268,20030507,아침식사,"닭조림(토막),도토리묵양념장,쌀밥,쑥갓양파겉절이,우유1,콩가루배추국(단배추)-사용불가,포기김치2,흑임자죽"
269,20030507,아침식사2,"딸기잼(대),삶은계란(양식),야채샐러드,우유1,크림스프(경양식),토스트&모닝빵(양식),후르츠펀치"
270,20030507,점심식사,"고구마맛탕,오징어회덮밥,콩나물냉국,포기김치2"
271,20030507,저녁식사,"돈육마늘장조림,숙주미나리나물,쌀밥,어채볶음(굵은채),청경채겉절이,포기김치2,호박새우젓국"
272,20030508,아침식사,"갈치그릴구이,닭죽(잔파),두부찌개,북어무국,시금치나물,쌀밥,우유1,포기김치2"
273,20030508,아침식사2,"딸기잼(대),스크램블에그(경양식),야채샐러드,우유1,콘후레이크,크림스프(경양식),토스트&모닝빵(양식)"
274,20030508,점심식사,"도라지생채,메추리알마늘조림,생선까스,쇠고기맑은국,쌀밥,연근조림,포기김치2"
275,20030508,저녁식사,"깍두기(손칼),다시마채무침,닭갈비,생선묵조림,쌀밥,오징어무국"
276,20030509,아침식사,"깍두기(손칼),녹두죽,단배추겉절이,새알미역국,쇠고기장조림,쌀밥,우유1"
277,20030509,아침식사2,"딸기잼(대),야채샐러드,우유1,크림스프(경양식),토스트&모닝빵(양식),햄구이(경양식),후르츠펀치"
278,20030509,점심식사,"가자미양념장구이,달래양념장,영양밥,잔파맛살무침,팽이버섯국,포기김치2"
279,20030509,저녁식사,"깐마늘고추장무침,들깨무채국,삼겹살구이2,상추쌈,쌀밥,쑥갓두부무침,포기김치2"
280,20030510,아침식사,"고등어무조림,다시마채무침,쌀밥,야채죽,열무된장국,우유1,포기김치2,햄야채볶음"
281,20030510,아침식사2,"군감자,딸기잼(대),야채샐러드,우유1,콘후레이크,크림스프(경양식),토스트&모닝빵(양식)"
282,20030510,점심식사,"쌀밥(사무직),어채볶음,오징어볼탕수,잔치국수,콩나물무침,포기김치2"
283,20030510,저녁식사,"그린스프1,비후까스,스위트피클,쌀밥,양상치샐러드,요구르트,포기김치2"
284,20030511,아침식사,"감자조림,계란죽,동태매운탕(가공),쌀밥,오징어야채볶음,우유1,참나물겉절이,포기김치2"
285,20030511,아침식사2,"딸기잼(대),비엔나구이(경앙식),스크램블에그(경양식),야채샐러드,우유1,크림스프(경양식),토스트&모닝빵(양식)"
286,20030511,점심식사,"깻잎양념절임,닭파인애플조림(토막),마카로니샐러드,쌀밥,어묵무국,우엉채조림,포기김치2"
287,20030511,저녁식사,"깍두기(손칼),꽈리고추찜,도토리묵말이,돈육두루치기,소세지전,쌀밥,오이생채"
288,20030512,아침식사,"감자채볶음,고구마죽,단배추된장국,미나리나물,소방어무조림,쌀밥,우유1,포기김치2"
289,20030512,아침식사2,"딸기잼(대),야채샐러드,우유1,콘후레이크,크림스프(경양식),토스트&모닝빵(양식),후르츠펀치"
290,20030512,점심식사,"기장밥,김치잡채,깐마늘고추장무침,돈육장조림,비름나물,쇠고기콩나물국1,포기김치2"
291,20030512,저녁식사,"가자미무조림,돌나물겉절이,두부찌개,북어계란국,숙주나물,쌀밥,포기김치2"
292,20030513,아침식사,"계란장조림,닭죽,돈육불고기,들깨무채국,부추겉절이,쌀밥,우유,포기김치2"
293,20030513,아침식사2,"군감자,딸기잼(대),야채샐러드,우유,크림스프(경양식),토스트&모닝빵(양식),햄구이(경양식)"
294,20030513,점심식사,"갈치그릴구이,건새우마늘쫑볶음,근대국,깻잎양념절임,소세지삼색볶음,쌀밥,포기김치2"
295,20030513,저녁식사,"김치국,깍두기(손칼),생선묵조림,쇠고기떡볶음,쌀밥,쑥갓양파겉절이,호박새우젓볶음"
296,20030514,아침식사,"녹두죽,오징어회무침,우유1,장터국밥,포기김치2,햇취나물무침"
297,20030514,아침식사2,"딸기잼(대),비엔나구이(경앙식),야채샐러드,우유1,크림스프(경양식),토스트&모닝빵(양식),후르츠펀치"
298,20030514,점심식사,"미역오이냉국,산채비빔밥,식혜,포기김치2"
299,20030514,저녁식사,"감자수제비국,맛살조림,미역줄기볶음,삼치엿장조림,쌀밥,잔파김무침,포기김치2"
300,20030515,아침식사,"꽁치양념구이,꽈리고추찜,쌀밥,야채죽,어묵무국,우유,참나물겉절이,포기김치2"
301,20030515,아침식사2,"딸기잼(대),스크램블에그(경양식),야채샐러드,우유,콘후레이크,크림스프(경양식),토스트&모닝빵(양식)"
302,20030515,점심식사,"깍두기(손칼),단배추겉절이,닭조림(토막),북어무국,쌀밥,천사채샐러드,해물파전"
303,20030515,저녁식사,"깻잎양념절임,쇠고기메추리알조림,쌀밥,어채볶음(굵은채),오이생채,팽이버섯국,포기김치2"
304,20030516,아침식사,"감자조림,도라지생채,돈육마늘장조림,시금치된장국,쌀밥,우유,포기김치2,흑임자죽"
305,20030516,아침식사2,"군감자,딸기잼(대),야채샐러드,우유,크림스프(경양식),토스트&모닝빵(양식),햄구이(경양식)"
306,20030516,점심식사,"돈육장조림,들깨미역국,떡야채볶음,열무겉절이,쭈꾸미볶음,포기김치2,흑미밥"
307,20030516,저녁식사,"고등어구이,다시마채무침,닭개장,도토리묵양념장,쌀밥,포기김치2,흑콩조림"
308,20030517,아침식사,"갈비탕,깍두기(손칼),두부양념장구이,땅콩죽,쌀밥,오이,당근,쌈장,오징어젓무침"
309,20030517,아침식사2,"딸기잼(대),삶은계란(양식),야채샐러드,우유,크림스프(경양식),토스트&모닝빵(양식),후르츠펀치"
310,20030517,점심식사,"맛살냉채,비빔국수,쌀밥,콩나물냉국,포기김치"
311,20030517,저녁식사,"건새우호박국,김치볶음밥,깍두기(손칼),소세지볶음,양상치샐러드,탕수어묵"
312,20030518,아침식사,"갈치무조림,돌나물겉절이,쌀밥,열무된장국,우유,콩나물무침,콩죽,포기김치2"
313,20030518,아침식사2,"딸기잼(대),스크램블에그(경양식),야채샐러드,우유,콘후레이크,크림스프(경양식),토스트&모닝빵"
314,20030518,점심식사,"계란탕,느타리버섯볶음,비빔만두,쇠고기덮밥,참나물겉절이,포기김치2"
315,20030518,저녁식사,"단무지,돈까스,쌀밥(사무직),요구르트,으깬감자샐러드,크림스프(경양식),포기김치2"
316,20030519,아침식사,"깍두기(손칼),닭곰탕,맛살조림,쌀밥,어채볶음,오징어젓무침,우유,참치죽"
317,20030519,아침식사2,"군감자,딸기잼(대),야채샐러드,우유,크림스프(경양식),토스트&모닝빵,햄구이(경양식)"
318,20030519,점심식사,"꽈리고추찜,도라지생채,야채튀김(쑥갓),오징어무국,제육콩나물볶음,포기김치2,흑콩밥"
319,20030519,저녁식사,"가자미양념장구이,생선묵조림,쌀밥,열무된장무침,육개장,포기김치2"
320,20030520,아침식사,"계란죽,돈육불고기,두부양념장구이,삼치엿장조림,시금치된장국,쌀밥,우유,참나물겉절이,포기김치2"
321,20030520,아침식사2,"딸기잼(대),삶은계란(양식),야채샐러드,우유,크림스프(경양식),토스트&모닝빵,후르츠펀치"
322,20030520,점심식사,"깻잎양념절임,단무지,돈육장조림,들깨무채국,생선까스,식혜,카레라이스,포기김치2"
323,20030520,저녁식사,"감자조림,도토리묵말이,마늘쫑지무침,소면사리,쌀밥,쭈꾸미볶음,포기김치2"
324,20030521,아침식사,"고추지무침,닭조림(토막),돈육장조림,쌀밥,우유,콩나물무침,콩죽,포기김치2,호박새우젓국"
325,20030521,아침식사2,"더운야채,딸기잼(대),야채샐러드,우유,콘후레이크,크림스프(경양식),토스트&모닝빵"
326,20030521,점심식사,"계란찜,두부강정,미역오이냉국,쇠고기야채볶음,쌀밥,잔멸치볶음,잔파생채,포기김치2"
327,20030521,저녁식사,"근대국,돈육장조림,미나리전(초고추장),쌀밥,쑥갓양파겉절이,포기김치2,흑콩조림"
328,20030522,아침식사,"다시마채무침,닭죽,동태매운탕(가공),쌀밥,연근조림,오징어야채볶음,우유,포기김치2"
329,20030522,아침식사2,"딸기잼(대),비엔나구이(경앙식),스크램블에그(경양식),야채샐러드,우유,크림스프(경양식),토스트&모닝빵"
330,20030522,점심식사,"보리밥,비빔된장,열무김치,콩가루배추국(단배추)-사용불가,탕수육,포기김치2,해파리냉채"
331,20030522,저녁식사,"갈치그릴구이,김치볶음,깍두기(손칼),떡국,쌀밥,통두부,양념장,호박나물"
332,20030523,아침식사,"계란찜,고등어무조림,근대나물,김치국,깍두기(손칼),쌀밥,우유,흑임자죽"
333,20030523,아침식사2,"딸기잼(대),야채샐러드,우유,콘후레이크,크림스프(경양식),토스트&모닝빵,후르츠펀치"
334,20030523,점심식사,"감자채볶음,닭불고기(180),부추김무침,상추,풋고추,쌈장,쌀밥,어묵무국,포기김치2"
335,20030523,저녁식사,"계란탕,메추리알햄조림,양상치샐러드,오무라이스,오이지무침,포기김치2"
336,20030524,아침식사,"돈육불고기,북어무국,쌀밥,야채죽,오이생채,우엉채조림,포기김치2"
337,20030524,아침식사2,"군감자,딸기잼(대),스크램블에그(경양식),야채샐러드,우유,크림스프(경양식),토스트&모닝빵"
338,20030524,점심식사,"고등어양념장구이,단무지,만두튀김,맑은육수,버섯볶음,쌀밥,포기김치"
339,20030524,저녁식사,"건취나물볶음,깍두기(손칼),깐마늘고추장무침,닭백숙,도토리묵무침,쌀밥(사무직)"
340,20030525,아침식사,"꽁치양념구이,두부찌개,땅콩죽,만두국,숙주나물,쌀밥,우유,포기김치2"
341,20030525,아침식사2,"더운야채,딸기잼(대),야채샐러드,우유,크림스프(경양식),토스트&모닝빵,햄구이(경양식)"
342,20030525,점심식사,"깍두기(손칼),소세지파세리전,자장소스,잡채밥,천사채샐러드,팽이버섯국"
343,20030525,저녁식사,"무말랑이무침,미역국,삼겹살구이2,상추쌈,쌀밥,어채볶음(굵은채),포기김치2"
344,20030526,아침식사,"갈치그릴구이,녹두죽,떡국,숙주미나리나물,쌀밥,어채볶음(굵은채),우유,포기김치2"
345,20030526,아침식사2,"딸기잼(대),비엔나구이(경앙식),야채샐러드,우유,콘후레이크,크림스프(경양식),토스트&모닝빵,햄구이(경양식)"
346,20030526,점심식사,"건새우마늘쫑볶음,다시마튀각,닭갈비,도라지생채,돌나물물김치,쌀밥,포기김치2"
